entity_head	relation	entity_tail
m.0fqghpy	1	m.0fszj6j
m.0fqghpy	2	m.0mzml
m.0fqghpy	0	m.0kpv11
m.0fqghpy	1	m.0fr2shn
m.0fqghpy	1	m.0fqghmr
m.0fqghpy	4	m.0mzml
m.0fqghpy	1	m.0fybyrk
m.0frk_96	4	m.0nhrvrk
m.0frk_96	1	m.0g2y9qr
m.0frk_96	4	m.03j02pr
m.0frk_96	2	m.0gb_p_
m.0frk_96	4	m.0nhvpcp
m.0frk_96	0	m.0kpv11
m.0ft1dwx	0	m.0kpv11
m.0ft1dwx	3	m.0134zb7r
m.0ft1dwx	1	m.0g3r5dq
m.0ft1dwx	3	m.049gv2y
m.0ft1dwx	2	m.05kmdt3
m.0ftdkz4	2	m.01wv9xn
m.0ftdkz4	1	m.03j6ryp
m.0ftdkz4	1	m.0flymyk
m.0ftdkz4	1	m.0fn3srh
m.0ftdkz4	0	m.0kpv11
m.0ftdkz4	1	m.0fykb7s
m.0gd7kb7	1	m.0gdby_m
m.0gd7kb7	0	m.0kpv11
m.0gd7kb7	1	m.0gdvh04
m.0gd7kb7	2	m.0f9n7f7
m.0gd7p6f	1	m.0gdvh04
m.0gd7p6f	0	m.0kpv11
m.0gd7p6f	2	m.0f9n7f7
m.0gd7p6f	1	m.0gdby_m
m.0lcn_x	1	m.0f94ntc
m.0lcn_x	1	m.03bhry6
m.0lcn_x	4	m.01wpj1g
m.0lcn_x	2	m.01dpk0
m.0lcn_x	0	m.0kpv11
m.0lcn_x	4	m.01dpk0
m.0lcn_x	1	m.0fnf42t
m.0lcn_x	3	m.01wpj1g
m.0lcn_x	1	m.0g25ljl
m.0lcn_x	1	m.0fdx6gj
m.0lcn_x	1	m.03fhgy6
m.0lfltk	2	m.011_vz
m.0lfltk	1	m.0dyd_xz
m.0lfltk	0	m.0kpv11
m.0lfltk	1	m.0fypcx4
m.0lfltk	1	m.030nk0t
m.0lfltk	1	m.0dts5f3
m.0lfltk	1	m.01hqych
m.0lfltk	1	m.01hqyb9
m.0lfltk	1	m.01hqy93
m.0lkgyg	2	m.0c9l1
m.0lkgyg	1	m.035zqjv
m.0lkgyg	3	m.03f40yq
m.0lkgyg	3	m.03f42gw
m.0lkgyg	0	m.0kpv11
m.0lkgyg	4	m.01jckl
m.0lkgyg	1	m.0fkp_qc
m.0lt1k4	1	m.035jkxs
m.0lt1k4	1	m.0f7schb
m.0lt1k4	1	m.03fhg9k
m.0lt1k4	1	m.0g9475y
m.0lt1k4	2	m.0lccn
m.0lt1k4	1	m.0f6qnvy
m.0lt1k4	4	m.01ww_rj
m.0lt1k4	1	m.0fvsq09
m.0lt1k4	1	m.0fgvcj3
m.0lt1k4	0	m.0kpv11
m.0lt1k4	1	m.0fkp25v
m.0lt1k4	1	m.0f95bvp
m.0m70xv	1	m.0f4lfqt
m.0m70xv	3	m.01wv3jv
m.0m70xv	1	m.0fr8dzv
m.0m70xv	1	m.035q2x4
m.0m70xv	2	m.016f3x
m.0m70xv	0	m.0kpv11
m.0nhj6n	4	m.03f7ngg
m.0nhj6n	1	m.01j2hl_
m.0nhj6n	3	m.0k9hfqv
m.0nhj6n	1	m.01j2hl0
m.0nhj6n	1	m.0369hml
m.0nhj6n	0	m.0kpv11
m.0nhj6n	2	m.03kwjh
m.0nhj6n	4	m.03kwjh
m.0nhj6n	4	m.0k9hfqv
m.0nld8m3	2	m.03md03s
m.0nld8m3	0	m.0kpv11
m.0nlf0y4	0	m.0kpv11
m.0nlf0y4	2	m.0120rz
m.0nlwk66	0	m.09jd9nh
m.0nlwk66	2	m.0bhbzc2
m.0nng4kt	0	m.09jd9nh
m.0nng4kt	2	m.0f13ny1
m.0ps0_n	1	m.0306wql
m.0ps0_n	1	m.01hp77n
m.0ps0_n	1	m.031ltgx
m.0ps0_n	4	m.077jg
m.0ps0_n	1	m.0dsflwy
m.0ps0_n	1	m.0g1yx6y
m.0ps0_n	0	m.0kpv11
m.0ps0_n	3	m.03cc10s
m.0ps0_n	1	m.01hp76m
m.0ps0_n	1	m.03fh4s5
m.0ps0_n	2	m.077jg
m.0ps0_n	4	m.03cc10s
m.0q5n76w	2	m.0dvqq
m.0q5n76w	0	m.0kpv11
m.0qd9y4g	3	m.03yz3ft
m.0qd9y4g	0	m.0kpv11
m.0qd9y4g	4	m.03yz3ft
m.0qd9y4g	2	m.0cm93z6
m.0qd9y4g	4	m.0w3bg6j
m.0r7t0t	2	m.01hykl_
m.0r7t0t	0	m.0kpv11
m.0r7t0t	1	m.033y_t8
m.0r7t0t	1	m.04cjjhv
m.0rnvtl	1	m.0356gjc
m.0rnvtl	2	m.041f35
m.0rnvtl	0	m.0kpv11
m.0s5g7v	1	m.030_qnr
m.0s5g7v	1	m.0dnc302
m.0s5g7v	2	m.0kx3c
m.0s5g7v	4	m.0235dc
m.0s5g7v	0	m.0kpv11
m.0s5g7v	1	m.03544xt
m.0s5g7v	1	m.03bcn5y
m.0sj2dxw	0	m.09jd9nh
m.0sj2dxw	2	m.0d945
m.0tw7z8	1	m.0g91xc1
m.0tw7z8	1	m.0394yny
m.0tw7z8	1	m.0f6rs07
m.0tw7z8	2	m.02l840
m.0tw7z8	0	m.0kpv11
m.0tw7z8	1	m.0ffwvt_
m.0vc6l5g	0	m.09jd9nh
m.0vc6l5g	2	m.0q95nty
m.0wszxg	0	m.0kpv11
m.0wszxg	2	m.03kwjh
m.0wszxg	1	m.039bh_4
m.0xv9k5	1	m.01lhm7h
m.0xv9k5	1	m.01lhm6d
m.0xv9k5	1	m.035232d
m.0xv9k5	2	m.02z9tb
m.0xv9k5	1	m.0dv3v33
m.0xv9k5	0	m.0kpv11
m.0y7h2r	1	m.0fl9ls1
m.0y7h2r	0	m.0kpv11
m.0y7h2r	1	m.0f83x2p
m.0y7h2r	1	m.036_ywb
m.0y7h2r	1	m.0dww24_
m.0y7h2r	1	m.0f0wz8z
m.0y7h2r	1	m.038_mhf
m.0y7h2r	2	m.045xn8
m.0zbvjv	1	m.0343r2x
m.0zbvjv	0	m.0kpv11
m.0zbvjv	1	m.038vcpw
m.0zbvjv	2	m.02wskv
m.0zbvjv	3	m.06ckv9
m.0zbvjv	4	m.02wskv
m.0zbvjv	1	m.0fl9xjk
m.0zbvjv	4	m.06ckv9
m.0zbvjv	1	m.049l96z
m.0zbvjv	3	m.02wskv
m.0zjvdf	1	m.01kfrmr
m.0zjvdf	0	m.0kpv11
m.0zjvdf	1	m.030f6g6
m.0zjvdf	2	m.015189
m.0zpmg_k	2	m.09glbkm
m.0zpmg_k	0	m.0kpv11
m.013sx2b	2	m.0416c5
m.013sx2b	0	m.0kpv11
m.013sx2b	1	m.0fnfc3r
m.013sx2b	1	m.01mv7j1
m.013sx2b	1	m.033czlc
m.013wzb0	1	m.03403zp
m.013wzb0	1	m.02__jfl
m.013wzb0	2	m.0436wn
m.013wzb0	1	m.033sxqj
m.013wzb0	1	m.01m4q15
m.013wzb0	1	m.0f0w3td
m.013wzb0	1	m.0dwg8qc
m.013wzb0	0	m.0kpv11
m.014_6bx	0	m.0kpv11
m.014_6bx	1	m.01pspw5
m.014_6bx	1	m.033pj5x
m.014_6bx	1	m.01psprz
m.014_6bx	1	m.0f20py5
m.014_6bx	2	m.02l840
m.014_6bx	1	m.01psptk
m.014f7xf	1	m.0f47f16
m.014f7xf	1	m.034drxv
m.014f7xf	2	m.051lhb
m.014f7xf	1	m.033f37z
m.014f7xf	1	m.0dpnmnf
m.014f7xf	0	m.0kpv11
m.017p399	1	m.01hqtv6
m.017p399	2	m.046p9
m.017p399	0	m.0kpv11
m.017p399	1	m.03b7lz6
m.01bx_5x	1	m.0fdl8fm
m.01bx_5x	1	m.0dmhdgw
m.01bx_5x	0	m.0kpv11
m.01bx_5x	1	m.03fjn48
m.01bx_5x	2	m.01l0y2z
m.01bx_5x	1	m.038vf6j
m.01bx_5x	1	m.0f9v_d5
m.01bx_5x	1	m.0dy1mc9
m.01cgt6p	1	m.033pk0s
m.01cgt6p	5	m.03f2by6
m.01cgt6p	0	m.0kpv11
m.01cgt6p	1	m.0dwdql2
m.01cgt6p	2	m.01w58mw
m.01cgt6p	1	m.032d3rr
m.01cgt6p	4	m.01w58mw
m.01cgt6p	1	m.0fbkwps
m.01cgt6p	1	m.0fcxl44
m.01dfj94	1	m.030dj72
m.01dfj94	2	m.034g_c
m.01dfj94	4	m.01w806h
m.01dfj94	0	m.0kpv11
m.01dfj94	1	m.0dwfqx3
m.0__k_dv	0	m.0kpv11
m.0__k_dv	2	m.0l01ty
m.0dmxk49	2	m.0d945
m.0dmxk49	1	m.0dmxj__
m.0dmxk49	1	m.0ffjpjq
m.0dmxk49	1	m.0fxl1x0
m.0dmxk49	1	m.0fs7gp2
m.0dmxk49	1	m.0fwkh0f
m.0dmxk49	0	m.0kpv11
m.0dmxk49	1	m.0g3ml1n
m.0dmxk49	1	m.0fw1zx_
m.0dnh7xb	0	m.0kpv11
m.0dnh7xb	2	m.03j02f2
m.0dnh7xb	1	m.0fkc57d
m.0dnh7xb	1	m.03jbqwf
m.0dnxz_3	0	m.0kpv11
m.0dnxz_3	1	m.0fvg349
m.0dnxz_3	1	m.0g1lv_s
m.0dnxz_3	2	m.0gmjbs
m.0dnxz_3	1	m.03xt2jv
m.0dq1jfk	1	m.0fw3b21
m.0dq1jfk	1	m.0g71hft
m.0dq1jfk	4	m.05zyjk2
m.0dq1jfk	1	m.0f4l6lp
m.0dq1jfk	2	m.04mzz43
m.0dq1jfk	1	m.0fwk2jy
m.0dq1jfk	0	m.0kpv11
m.0dq1jfk	1	m.0dq1jff
m.0dsgvwn	0	m.0kpv11
m.0dsgvwn	1	m.03xs4xv
m.0dsgvwn	1	m.0dsgvw6
m.0dsgvwn	2	m.01wl_8b
m.0dt1b9f	2	m.03ct_n_
m.0dt1b9f	0	m.0kpv11
m.0dt1b9f	1	m.03fq_mw
m.0f6gkz3	1	m.03fjcrn
m.0f6gkz3	1	m.0f0jpmm
m.0f6gkz3	1	m.0f8htcc
m.0f6gkz3	1	m.03fjcrz
m.0f6gkz3	1	m.0f2sxcj
m.0f6gkz3	1	m.03j7gbd
m.0f6gkz3	0	m.0kpv11
m.0f6gkz3	1	m.03fjcrt
m.0f6gkz3	1	m.0fgw7__
m.0f6gkz3	4	m.011_0k
m.0f6gkz3	4	m.019389
m.0f6gkz3	1	m.03fjcrh
m.0f6gkz3	2	m.07r1_
m.0f6gkz3	1	m.03fgsm0
m.0f_z1ff	0	m.0kpv11
m.0f_z1ff	5	m.01vvyc_
m.0f_z1ff	2	m.0642s_d
m.0f_z1ff	1	m.0g3v_rt
m.0f_z1ff	2	m.01vvyc_
m.0frbxkl	0	m.0kpv11
m.0frbxkl	2	m.07nn02
m.0frbxkl	1	m.0fw2zbb
m.0fsfx8c	1	m.0g79jgf
m.0fsfx8c	1	m.0f_q9hd
m.0fsfx8c	1	m.0f_5p0_
m.0fsfx8c	1	m.0g7fdmh
m.0fsfx8c	0	m.0kpv11
m.0fsfx8c	1	m.0bfhgty
m.0fsfx8c	2	m.0318kl
m.0fszjg_	1	m.0fszjgx
m.0fszjg_	2	m.086v9k
m.0fszjg_	0	m.0kpv11
m.0fszjg_	1	m.0fy2h8h
m.0fszjg_	1	m.0g00qdg
m.0fvgt9j	0	m.09jd9nh
m.0fvgt9j	2	m.01x1ln0
m.0fvgt9j	1	m.0fvgt8r
m.0fx7ztm	2	m.0f13ny1
m.0fx7ztm	1	m.0f_9hks
m.0fx7ztm	0	m.0kpv11
m.0fx7ztm	1	m.0g8870v
m.0g6hy7h	1	m.0g8ycw0
m.0g6hy7h	2	m.0409cdm
m.0g6hy7h	1	m.0g6hy75
m.0g6hy7h	0	m.0kpv11
m.0g6hy7h	1	m.0g733ds
m.0g6hy7h	1	m.0g7gxnr
m.0l1knw	1	m.035hhd4
m.0l1knw	1	m.0dvj8fw
m.0l1knw	2	m.0m2l9
m.0l1knw	1	m.0g90k80
m.0l1knw	0	m.0kpv11
m.0ld_q_	1	m.0g7yftf
m.0ld_q_	2	m.0dw4g
m.0ld_q_	3	m.01wyrck
m.0ld_q_	1	m.0ffkyxg
m.0ld_q_	1	m.0f72hnw
m.0ld_q_	3	m.01wysfq
m.0ld_q_	1	m.035_ys8
m.0ld_q_	1	m.01hdn24
m.0ld_q_	0	m.0kpv11
m.0ld_q_	1	m.0fdxttx
m.0ld_q_	1	m.0f7dxhr
m.0ldnv9	1	m.0f03rp8
m.0ldnv9	2	m.011_vg
m.0ldnv9	1	m.035b_v8
m.0ldnv9	1	m.0dr7cq4
m.0ldnv9	0	m.0kpv11
m.0ldnv9	1	m.0g1yx15
m.0lmgdk	1	m.0fw188w
m.0lmgdk	1	m.0fmty3f
m.0lmgdk	1	m.0f_ftxw
m.0lmgdk	1	m.033d73w
m.0lmgdk	1	m.039cj4k
m.0lmgdk	1	m.0396f7c
m.0lmgdk	1	m.0dmz4qt
m.0lmgdk	1	m.03zym6r
m.0lmgdk	1	m.0dsh73s
m.0lmgdk	1	m.03z_z5m
m.0lmgdk	1	m.036dbsm
m.0lmgdk	1	m.03b5h9v
m.0lmgdk	1	m.034jz5z
m.0lmgdk	3	m.03f0hbm
m.0lmgdk	1	m.034l8fm
m.0lmgdk	1	m.0g1zbg0
m.0lmgdk	1	m.0fj2sz5
m.0lmgdk	1	m.01hhn2_
m.0lmgdk	4	m.02pw61
m.0lmgdk	1	m.0dvyh6_
m.0lmgdk	1	m.0dr8rcc
m.0lmgdk	1	m.01hhmkc
m.0lmgdk	1	m.0fb6d26
m.0lmgdk	0	m.0kpv11
m.0lmgdk	2	m.0bt8c
m.0lmgdk	1	m.036s153
m.0lxrzy	1	m.0fy41hd
m.0lxrzy	1	m.039_n09
m.0lxrzy	0	m.0kpv11
m.0lxrzy	1	m.0fl99lj
m.0lxrzy	1	m.0f83tdh
m.0lxrzy	1	m.0dx7f4t
m.0lxrzy	1	m.0g3mwbr
m.0lxrzy	2	m.0dtn7
m.0lxrzy	1	m.0f2tgkm
m.0lxrzy	1	m.0dqfq1h
m.0mql0f	1	m.036tvnc
m.0mql0f	1	m.01jdt18
m.0mql0f	1	m.0fbjpj8
m.0mql0f	1	m.031gs0b
m.0mql0f	1	m.0fgvt3w
m.0mql0f	2	m.01vs4f3
m.0mql0f	1	m.0g3mr5k
m.0mql0f	1	m.0fy37kn
m.0mql0f	0	m.0kpv11
m.0mql0f	1	m.0g0nsxs
m.0mv78s	0	m.0kpv11
m.0mv78s	2	m.0krh8
m.0mv78s	1	m.02px5h
m.0mv78s	1	m.0dqgfdj
m.0mv78s	1	m.0frlmt0
m.0mv78s	4	m.023p29
m.0mv78s	1	m.037tdb4
m.0mv78s	1	m.0f5ng80
m.0nh4qq	1	m.039mzc0
m.0nh4qq	3	m.0q94_2m
m.0nh4qq	1	m.0f8vpd3
m.0nh4qq	4	m.09183j
m.0nh4qq	1	m.033xqrg
m.0nh4qq	1	m.035_bfb
m.0nh4qq	2	m.06mj4
m.0nh4qq	0	m.0kpv11
m.0nh4qq	1	m.032v4s8
m.0nh4qq	1	m.0f5pryr
m.0nh4qq	1	m.01krqt1
m.0nh4qq	1	m.0dt9_yh
m.0nhj7z	2	m.03kwjh
m.0nhj7z	1	m.03zkmjm
m.0nhj7z	1	m.03zwvt_
m.0nhj7z	4	m.03kwjh
m.0nhj7z	1	m.033jx77
m.0nhj7z	1	m.01j2hl0
m.0nhj7z	4	m.03f7ngg
m.0nhj7z	4	m.0k9hfqv
m.0nhj7z	1	m.01j2hl_
m.0nhj7z	1	m.03j6yn0
m.0nhj7z	0	m.0kpv11
m.0nhj7z	1	m.0369hml
m.0nl1zdz	2	m.01ryjcc
m.0nl1zdz	0	m.0kpv11
m.0nl7tzt	0	m.09jd9nh
m.0nl7tzt	2	m.05mw66v
m.0nlj481	0	m.0kpv11
m.0nlj481	2	m.01p0w_
m.0nlj481	2	m.01nvnq0
m.0nlsytp	0	m.0kpv11
m.0nlsytp	2	m.03chmw
m.0nmdygr	0	m.0kpv11
m.0nmdygr	2	m.03f5w8k
m.0nmg7wj	4	m.019tlp
m.0nmg7wj	0	m.0kpv11
m.0nmg7wj	4	m.0nhq7ns
m.0nmg7wj	2	m.0808_qc
m.0p6tjr	2	m.01vsl3_
m.0p6tjr	1	m.031qw20
m.0p6tjr	0	m.0kpv11
m.0phrfr	1	m.0fh5b11
m.0phrfr	1	m.0fmt_s2
m.0phrfr	1	m.0dxpkh_
m.0phrfr	1	m.03439by
m.0phrfr	1	m.0fwkkbr
m.0phrfr	1	m.049kmjh
m.0phrfr	1	m.0367gg5
m.0phrfr	2	m.011_vz
m.0phrfr	1	m.01hqyh9
m.0phrfr	0	m.0kpv11
m.0phrfr	1	m.0fr2n81
m.0qbb07_	2	m.0j446wy
m.0qbb07_	0	m.0kpv11
m.0qbcjzn	2	m.043sh0n
m.0qbcjzn	0	m.09jd9nh
m.0rk553n	0	m.0kpv11
m.0rk553n	2	m.0gl0hjp
m.0rn_kdx	0	m.09jd9nh
m.0rn_kdx	2	m.03r9dg
m.0rqtdm0	0	m.09jd9nh
m.0rqtdm0	2	m.0nhz2jj
m.0sdvln	4	m.03f3hn4
m.0sdvln	1	m.032sx40
m.0sdvln	1	m.0352yk_
m.0sdvln	4	m.03x78s
m.0sdvln	2	m.06lxn
m.0sdvln	3	m.02py1w3
m.0sdvln	0	m.0kpv11
m.0sdvln	3	m.0zj3b_k
m.0sp4kwl	4	m.01w8rdm
m.0sp4kwl	2	m.02cpp
m.0sp4kwl	0	m.09jd9nh
m.0tbjzk	2	m.02cpp
m.0tbjzk	1	m.033sl7b
m.0tbjzk	4	m.01n5ysc
m.0tbjzk	1	m.0dz6dvx
m.0tbjzk	1	m.0dr87hp
m.0tbjzk	4	m.02cpp
m.0tbjzk	3	m.03plw5
m.0tbjzk	1	m.0386k_
m.0tbjzk	1	m.0fgj2xf
m.0tbjzk	0	m.0kpv11
m.0tbjzk	1	m.0fxjp6g
m.0tbjzk	1	m.030526j
m.0tbjzk	1	m.0369ck1
m.0tbjzk	1	m.0352__5
m.0tbjzk	1	m.0f6dk89
m.0tbjzk	1	m.0f6qs4m
m.0tbjzk	1	m.03zxzzl
m.0tbjzk	1	m.0dtqzdq
m.0tbjzk	1	m.0fn48z2
m.0tbjzk	1	m.0dvj6_4
m.0tbjzk	1	m.0fc6tz9
m.0tbjzk	1	m.0g0yhsm
m.0v884f	1	m.0f9w5sh
m.0v884f	1	m.0g85lms
m.0v884f	1	m.01lvlx4
m.0v884f	2	m.03fbq_
m.0v884f	0	m.0kpv11
m.0v884f	1	m.01lvlvz
m.0v884f	1	m.037pyqz
m.0vfm2k	1	m.0f0wh9k
m.0vfm2k	1	m.0f3w4dp
m.0vfm2k	2	m.05jy74
m.0vfm2k	1	m.031dmyc
m.0vfm2k	0	m.0kpv11
m.0vfm2k	1	m.01lb85w
m.0vfm3n	1	m.01lb85w
m.0vfm3n	2	m.05jy74
m.0vfm3n	0	m.0kpv11
m.0vfm3n	1	m.0f0wh9k
m.0vfm3n	1	m.0f3w4dp
m.0vfm3n	1	m.031dmyc
m.0w3ksq	1	m.0f3hsh3
m.0w3ksq	2	m.0y48b
m.0w3ksq	1	m.01k9vsn
m.0w3ksq	1	m.0341wm1
m.0w3ksq	0	m.0kpv11
m.0wtgqkf	2	m.0dvfflj
m.0wtgqkf	0	m.0kpv11
m.0z3vkg	2	m.03r9dg
m.0z3vkg	1	m.038tyt3
m.010sh6t3	0	m.0kpv11
m.010sh6t3	2	m.0f13ny1
m.012hpl2	1	m.0dntb_t
m.012hpl2	1	m.0f3vzfk
m.012hpl2	1	m.030v1kx
m.012hpl2	0	m.0kpv11
m.012hpl2	1	m.0g8245k
m.012hpl2	1	m.0fjd_9j
m.012hpl2	2	m.0jvy1
m.012hpl2	1	m.0370dnf
m.012w9pq	2	m.0161sp
m.012w9pq	0	m.0kpv11
m.012w9pq	1	m.032bd3n
m.01386ph	0	m.0kpv11
m.01386ph	1	m.0f0h650
m.01386ph	2	m.02r3zy
m.01386ph	1	m.0fwz98j
m.01386ph	1	m.03_my_9
m.01386ph	1	m.038nd1l
m.01386ph	1	m.035q8l4
m.01386ph	1	m.03_mz14
m.01386ph	1	m.0fxf25r
m.01386ph	1	m.0fsm__2
m.0139sfs	1	m.01l1g90
m.0139sfs	1	m.0fryxqq
m.0139sfs	2	m.01s560x
m.0139sfs	0	m.0kpv11
m.0139sfs	1	m.0fn45tf
m.0139sfs	1	m.0f725gv
m.0139sfs	1	m.01l1g81
m.0139sfs	1	m.031h_37
m.0139sfs	4	m.01wcy8z
m.0139sfs	1	m.0dp5psm
m.013ml9h	1	m.0dwvxt0
m.013ml9h	3	m.01r4gh5
m.013ml9h	2	m.01wsfk
m.013ml9h	4	m.01wsfk
m.013ml9h	1	m.0fnfnyn
m.013ml9h	0	m.0kpv11
m.013ml9h	1	m.033j41d
m.0164bj0	0	m.0kpv11
m.0164bj0	2	m.044cyx
m.0164bj0	1	m.03b6rjq
m.0164bj0	1	m.0fbk5vr
m.0164bj0	1	m.01mtb52
m.0166cdz	0	m.0kpv11
m.0166cdz	2	m.07jfh5
m.0166cdz	1	m.039_8_0
m.016v566	1	m.0f4zfdq
m.016v566	0	m.0kpv11
m.016v566	1	m.0f7tm2f
m.016v566	2	m.0370w8
m.016v566	1	m.0f33vyv
m.016v566	1	m.0flygwg
m.016v566	1	m.038dxb5
m.018khvs	1	m.0fhhnkq
m.018khvs	1	m.03fmb1w
m.018khvs	2	m.03tp23
m.018khvs	1	m.032vd6v
m.018khvs	1	m.0dwdq65
m.018khvs	0	m.0kpv11
m.01dxdyt	1	m.0dnd2zn
m.01dxdyt	1	m.0f3j9hy
m.01dxdyt	1	m.0fc73pv
m.01dxdyt	1	m.034tp1p
m.01dxdyt	1	m.03_t2md
m.01dxdyt	1	m.0dtb_vh
m.01dxdyt	1	m.03_t3dq
m.01dxdyt	1	m.0fdwsqr
m.01dxdyt	1	m.0g00fyf
m.01dxdyt	1	m.0fbk1gx
m.01dxdyt	1	m.0fhg_rj
m.01dxdyt	1	m.0fwk4l1
m.01dxdyt	1	m.0f0wbkn
m.01dxdyt	1	m.0f0w2tm
m.01dxdyt	1	m.0g0dxh2
m.01dxdyt	1	m.0fhh82k
m.01dxdyt	1	m.0316zcr
m.01dxdyt	0	m.0kpv11
m.01dxdyt	1	m.0f6qlmc
m.01dxdyt	1	m.0332cpp
m.01dxdyt	1	m.03_t3bb
m.01dxdyt	1	m.037__mt
m.01dxdyt	1	m.0fbxjb5
m.01dxdyt	1	m.0g3vsf4
m.01dxdyt	1	m.0fgw3zc
m.01dxdyt	1	m.01h7c5d
m.01dxdyt	1	m.0fgjq6_
m.01dxdyt	1	m.0305dzt
m.01dxdyt	1	m.0d_bgv6
m.01dxdyt	2	m.01vrncs
m.01dxdyt	1	m.0f6rr8n
m.0_wk99n	2	m.0dm6syd
m.0_wk99n	0	m.0kpv11
m.0dmhy72	1	m.03fjd2l
m.0dmhy72	1	m.03xrhgg
m.0dmhy72	1	m.03fjd28
m.0dmhy72	1	m.0dmhy3c
m.0dmhy72	2	m.014_lq
m.0dmhy72	1	m.03xrhg8
m.0dmhy72	0	m.0kpv11
m.0dmhy72	1	m.0fkzxtc
m.0dmhy72	4	m.01vng3b
m.0dmhy72	1	m.03fjd2f
m.0dmhy72	4	m.06340r
m.0dmhy72	1	m.0g2fly7
m.0dmhy72	1	m.03xrhgn
m.0dmjdt7	1	m.0dqffns
m.0dmjdt7	1	m.0ffx1d5
m.0dmjdt7	4	m.049fmvv
m.0dmjdt7	0	m.0kpv11
m.0dmjdt7	2	m.049fmvv
m.0dmjdt7	1	m.0dmjdt2
m.0dmynts	0	m.0kpv11
m.0dmynts	2	m.0dl567
m.0dmynts	1	m.03fqskt
m.0dmynts	1	m.049mz_l
m.0dmynts	1	m.0dmynr2
m.0dmynts	1	m.03xt5gq
m.0dmynts	3	m.0108k5dj
m.0dnh50s	1	m.03j9d3f
m.0dnh50s	1	m.03j9d3l
m.0dnh50s	1	m.03j9d38
m.0dnh50s	0	m.0kpv11
m.0dnh50s	2	m.053xjm
m.0dzm100	1	m.0dzm0zm
m.0dzm100	1	m.0g30y37
m.0dzm100	2	m.055t63
m.0dzm100	1	m.03fnf_k
m.0dzm100	0	m.0kpv11
m.0dzyg9x	1	m.049lfgl
m.0dzyg9x	0	m.0kpv11
m.0dzyg9x	2	m.0416c5
m.0dzyg9x	1	m.0gdtx6x
m.0f65q9_	0	m.0kpv11
m.0f65q9_	1	m.03fh7p3
m.0f65q9_	1	m.0fx_m5w
m.0f65q9_	2	m.0khth
m.0fr80cx	1	m.0386cwb
m.0fr80cx	1	m.0f_9m48
m.0fr80cx	4	m.04mg5k
m.0fr80cx	1	m.01hvs65
m.0fr80cx	1	m.03xr0t6
m.0fr80cx	1	m.0g805tg
m.0fr80cx	1	m.0fr80br
m.0fr80cx	0	m.02kl65p
m.0fr80cx	1	m.037k4sg
m.0fr80cx	1	m.0dpn2t3
m.0fr80cx	1	m.0fydpc8
m.0fr80cx	4	m.02vjht
m.0fr80cx	1	m.0391kfv
m.0fr80cx	1	m.03115mn
m.0fr80cx	1	m.0f47pzx
m.0fr80cx	1	m.0g7bb1f
m.0fr80cx	1	m.037jlhy
m.0fr80cx	2	m.0133x7
m.0fr80cx	1	m.0f_s0j1
m.0fr80cx	1	m.030jjsx
m.0fr80cx	1	m.0323d7b
m.0fr80cx	1	m.03fg895
m.0fr80cx	1	m.0fmvrms
m.0fr80cx	1	m.0379k84
m.0ftfrjc	0	m.0kpv11
m.0ftfrjc	2	m.05kmdt3
m.0ftfrjc	1	m.0fvpzrc
m.0ftfrjc	1	m.0fzscmd
m.0fvb77g	1	m.0fzcbvy
m.0fvb77g	0	m.0kpv11
m.0fvb77g	2	m.0840vq
m.0fw1nnx	2	m.08124n
m.0fw1nnx	1	m.0fw1nm_
m.0fw1nnx	0	m.0kpv11
m.0fw1nnx	1	m.0g26ddb
m.0fw1nnx	1	m.0fwn4r1
m.0fw7jds	0	m.0kpv11
m.0fw7jds	1	m.0fw7jcr
m.0fw7jds	4	m.03f17mz
m.0fw7jds	2	m.03ct_n_
m.0g663dr	1	m.0g86x11
m.0g663dr	2	m.02vnpv
m.0g663dr	1	m.0g7xrbc
m.0g663dr	0	m.09jd9nh
m.0g663dr	1	m.0g663d7
m.0g663dr	1	m.0g954m7
m.0g663dr	1	m.0g847l3
m.0g663dr	1	m.0g8bwbf
m.0g6g9jg	0	m.0kpv11
m.0g6g9jg	1	m.0g6g9jc
m.0g6g9jg	2	m.0g5xwf2
m.0g7l4jq	1	m.0g7ngr6
m.0g7l4jq	0	m.0kpv11
m.0g7l4jq	2	m.04cqxxg
m.0gdt81p	1	m.0gf554y
m.0gdt81p	1	m.0gf020m
m.0gdt81p	1	m.0gd_mb6
m.0gdt81p	1	m.0gdxdph
m.0gdt81p	2	m.03v5x0
m.0gdt81p	1	m.0gf3yyg
m.0gdt81p	1	m.0gdtwhp
m.0gdt81p	1	m.0gf3y1g
m.0gdt81p	1	m.0gf63h7
m.0gdt81p	1	m.0gf77yk
m.0gdt81p	1	m.0gf1w51
m.0gdt81p	4	m.01wt37g
m.0gdt81p	0	m.0kpv11
m.0gdt81p	1	m.0gf07z5
m.0k2cb14	1	m.0k2c8c_
m.0k2cb14	4	m.0sggyy8
m.0k2cb14	2	m.04mzz43
m.0k2cb14	4	m.05zyjk2
m.0k2cb14	0	m.0kpv11
m.0l1qsy	1	m.036vc03
m.0l1qsy	0	m.0kpv11
m.0l1qsy	1	m.038ff2g
m.0l1qsy	1	m.03zksg8
m.0l1qsy	1	m.0fw29xr
m.0l1qsy	1	m.037md9h
m.0l1qsy	1	m.0f1ng6s
